barnes01_027|but all that has been written, is being written, has and is being said,|but all that has been written, is being written, has and is being said,
barnes01_028|about the cruelty, futility, and senselessness of war.|about the cruelty, futility, and senselessness of war.
barnes01_029|They are regarded as enlightened men,|They are regarded as enlightened men,
barnes01_030|precisely because they know all this.|precisely because they know all this.
barnes01_031|The majority of them have themselves written and spoken about this.|The majority of them have themselves written and spoken about this.
barnes01_032|Not to mention The Hague Conference, which called forth universal praise,|Not to mention The Hague Conference, which called forth universal praise,
barnes01_033|or all the books, pamphlets, newspaper articles, and speeches demonstrating the possibility of the solution of international misunderstandings by international arbitration,|or all the books, pamphlets, newspaper articles, and speeches demonstrating the possibility of the solution of international misunderstandings by international arbitration,
barnes01_034|no enlightened man,|no enlightened man,
barnes01_035|can help knowing that the universal competition in the armaments of States,|can help knowing that the universal competition in the armaments of States,
barnes01_036|must inevitably lead them to endless wars,|must inevitably lead them to endless wars,
barnes01_037|or to a general bankruptcy,|or to a general bankruptcy,
barnes01_038|or to both the one and the other.|or to both the one and the other.
barnes01_039|They cannot but know that besides the senseless, purposeless expenditure of milliards of roubles,|They cannot but know that besides the senseless, purposeless expenditure of milliards of roubles,
barnes01_040|that is of human labor, on the preparations for war,|that is of human labor, on the preparations for war,
barnes01_041|during the wars themselves millions of the most energetic and vigorous men perish in that period of their life which is best for productive labor,|during the wars themselves millions of the most energetic and vigorous men perish in that period of their life which is best for productive labor,
barnes01_042|during the past century wars have destroyed fourteen million men.|during the past century wars have destroyed fourteen million men.
barnes01_043|Enlightened men cannot but know that occasions for war are always such as are not worth not only one human life,|Enlightened men cannot but know that occasions for war are always such as are not worth not only one human life,
barnes01_044|but not one hundredth part of all that which is spent upon wars,|but not one hundredth part of all that which is spent upon wars,
barnes01_045|in fighting for the emancipation of the negroes much more was spent than it would have cost to redeem them from slavery.|in fighting for the emancipation of the negroes much more was spent than it would have cost to redeem them from slavery.
barnes01_046|Every one knows,|Every one knows,
barnes01_047|and cannot help knowing that, above all, wars, calling forth the lowest animal passions,|and cannot help knowing that, above all, wars, calling forth the lowest animal passions,
barnes01_048|deprave and brutalize men.|deprave and brutalize men.
barnes01_049|Every one knows the weakness of the arguments in favor of war, such as were brought forward by De Maistre, Moltke, and others,|Every one knows the weakness of the arguments in favor of war, such as were brought forward by De Maistre, Moltke, and others,
barnes01_050|for they are all founded on the sophism that in every human calamity it is possible to find an advantageous element,|for they are all founded on the sophism that in every human calamity it is possible to find an advantageous element,
barnes01_051|or else upon the utterly arbitrary assertion that wars have always existed and therefore always must exist,|or else upon the utterly arbitrary assertion that wars have always existed and therefore always must exist,
barnes01_052|as if the bad actions of men could be justified by the advantages or the usefulness which they realize,|as if the bad actions of men could be justified by the advantages or the usefulness which they realize,
barnes01_053|or by the consideration that they have been committed during a long period of time.|or by the consideration that they have been committed during a long period of time.
barnes01_054|All so-called enlightened men know all this.|All so-called enlightened men know all this.
barnes01_055|Then suddenly war begins,|Then suddenly war begins,
barnes01_056|and all this is instantly forgotten, and the same men who but yesterday were proving the cruelty, futility, the senselessness of wars,|and all this is instantly forgotten, and the same men who but yesterday were proving the cruelty, futility, the senselessness of wars,
barnes01_057|now think, speak, and write only about killing as many men as possible,|now think, speak, and write only about killing as many men as possible,
barnes01_058|about ruining and destroying the greatest possible amount of the productions of human labor,|about ruining and destroying the greatest possible amount of the productions of human labor,
barnes01_059|and about exciting as much as possible the passion of hatred|and about exciting as much as possible the passion of hatred
barnes01_060|in those peaceful, harmless, industrious men who by their labor feed, clothe, maintain these same pseudo-enlightened men,|in those peaceful, harmless, industrious men who by their labor feed, clothe, maintain these same pseudo-enlightened men,
barnes01_061|who compel them to commit those dreadful deeds contrary to their conscience, welfare, and faith.|who compel them to commit those dreadful deeds contrary to their conscience, welfare, and faith.
barnes02_001|Something is taking place incomprehensible and impossible in its cruelty, falsehood, and stupidity.|Something is taking place incomprehensible and impossible in its cruelty, falsehood, and stupidity.
barnes02_002|The Russian Tsar, the same man who exhorted all the nations in the cause of peace,|The Russian Tsar, the same man who exhorted all the nations in the cause of peace,
barnes02_003|publicly announces that,|publicly announces that,
barnes02_004|notwithstanding all his efforts to maintain the peace so dear to his heart,|notwithstanding all his efforts to maintain the peace so dear to his heart,
barnes02_005|efforts which express themselves in the seizing of other peoples' lands and in the strengthening of armies for the defence of these stolen lands,|efforts which express themselves in the seizing of other peoples' lands and in the strengthening of armies for the defence of these stolen lands,
barnes02_007|owing to the attack of the Japanese,|owing to the attack of the Japanese,
barnes02_008|commands that the same shall be done to the Japanese as they had commenced doing to the Russians,|commands that the same shall be done to the Japanese as they had commenced doing to the Russians,
barnes02_009|that is that they should be slaughtered;|that is that they should be slaughtered;
barnes02_010|and in announcing this call to murder he mentions God,|and in announcing this call to murder he mentions God,
barnes02_011|asking the Divine blessing on the most dreadful crime in the world.|asking the Divine blessing on the most dreadful crime in the world.
barnes02_012|The Japanese Emperor has proclaimed the same thing in relation to the Russians.|The Japanese Emperor has proclaimed the same thing in relation to the Russians.
barnes02_013|Men of science and of law,|Men of science and of law,
barnes02_014|Messieurs Muravieff and Martens,|Messieurs Muravieff and Martens,
barnes02_015|strenuously try to prove that in the recent call of all nations to universal peace,|strenuously try to prove that in the recent call of all nations to universal peace,
barnes02_016|and the present incitement to war, because of the seizure of other peoples' lands,|and the present incitement to war, because of the seizure of other peoples' lands,
barnes02_017|there is no contradiction.|there is no contradiction.
barnes02_018|Diplomatists, in their refined French language, publish and send out circulars,|Diplomatists, in their refined French language, publish and send out circulars,
barnes02_019|in which they circumstantially and diligently prove,|in which they circumstantially and diligently prove,
barnes02_020|though they know no one believes them,|though they know no one believes them,
barnes02_021|that, after all its efforts to establish peaceful relations,|that, after all its efforts to establish peaceful relations,
barnes02_022|in reality, after all its efforts to deceive other countries,|in reality, after all its efforts to deceive other countries,
barnes02_023|the Russian Government has been compelled to have recourse to the only means for a rational solution of the question,|the Russian Government has been compelled to have recourse to the only means for a rational solution of the question,
barnes02_024|that is to the murder of men.|that is to the murder of men.
barnes02_025|The same thing is written by Japanese diplomatists.|The same thing is written by Japanese diplomatists.
barnes02_026|Scientists, historians, and philosophers, on their side,|Scientists, historians, and philosophers, on their side,
barnes02_027|comparing the present with the past,|comparing the present with the past,
barnes02_028|deduce from these comparisons profound conclusions,|deduce from these comparisons profound conclusions,
barnes02_029|and argue interminably about the laws of the movement of nations,|and argue interminably about the laws of the movement of nations,
barnes02_030|about the relation between the yellow and white races, or about Buddhism and Christianity,|about the relation between the yellow and white races, or about Buddhism and Christianity,
barnes02_031|and on the basis of these deductions and arguments justify the slaughter of those belonging to the yellow race by Christians;|and on the basis of these deductions and arguments justify the slaughter of those belonging to the yellow race by Christians;
barnes02_032|while in the same way the Japanese scientists and philosophers justify the slaughter of those of the white race.|while in the same way the Japanese scientists and philosophers justify the slaughter of those of the white race.
barnes02_033|Journalists, without concealing their joy, try to outdo each other,|Journalists, without concealing their joy, try to outdo each other,
barnes02_034|and, not hesitating at any falsehood, however impudent and transparent,|and, not hesitating at any falsehood, however impudent and transparent,
barnes02_035|prove in all possible ways that the Russians only are right and strong and good in every respect,|prove in all possible ways that the Russians only are right and strong and good in every respect,
barnes02_036|and that all the Japanese are wrong and weak and bad in every respect,|and that all the Japanese are wrong and weak and bad in every respect,
barnes02_037|and that all those are also bad who are inimical or may become inimical toward the Russians,|and that all those are also bad who are inimical or may become inimical toward the Russians,
barnes02_038|the English, the Americans;|the English, the Americans;
barnes02_039|and the same is proved likewise by the Japanese and their supporters in relation to the Russians.|and the same is proved likewise by the Japanese and their supporters in relation to the Russians.
barnes02_040|Not to mention the military, who in the way of their profession prepare for murder,|Not to mention the military, who in the way of their profession prepare for murder,
barnes02_041|crowds of so-called enlightened people, such as professors, social reformers, students, nobles, merchants,|crowds of so-called enlightened people, such as professors, social reformers, students, nobles, merchants,
barnes02_042|without being forced thereto by anything or anybody,|without being forced thereto by anything or anybody,
barnes02_043|express the most bitter and contemptuous feelings toward the Japanese, the English, or the Americans,|express the most bitter and contemptuous feelings toward the Japanese, the English, or the Americans,
barnes02_044|toward whom but yesterday they were either well-disposed or indifferent;|toward whom but yesterday they were either well-disposed or indifferent;
barnes02_045|while, without the least compulsion, they express the most abject, servile feelings toward the Tsar,|while, without the least compulsion, they express the most abject, servile feelings toward the Tsar,
barnes02_046|to whom, to say the least, they were completely indifferent,|to whom, to say the least, they were completely indifferent,
barnes02_047|assuring him of their unlimited love and readiness to sacrifice their lives in his interests.|assuring him of their unlimited love and readiness to sacrifice their lives in his interests.
barnes02_048|This unfortunate, entangled young man, recognized as the leader of one hundred and thirty millions of people,|This unfortunate, entangled young man, recognized as the leader of one hundred and thirty millions of people,
barnes02_049|continually deceived and compelled to contradict himself,|continually deceived and compelled to contradict himself,
barnes02_050|confidently thanks and blesses the troops whom he calls his own for murder in defence of lands which with yet less right he also calls his own.|confidently thanks and blesses the troops whom he calls his own for murder in defence of lands which with yet less right he also calls his own.
barnes02_051|All present to each other hideous ikons,|All present to each other hideous ikons,
barnes02_052|in which not only no one amongst the educated believes,|in which not only no one amongst the educated believes,
barnes02_053|but which unlearned peasants are beginning to abandon;|but which unlearned peasants are beginning to abandon;
barnes02_054|all bow down to the ground before these ikons,|all bow down to the ground before these ikons,
barnes02_055|kiss them, and pronounce pompous and deceitful speeches in which no one really believes.|kiss them, and pronounce pompous and deceitful speeches in which no one really believes.
barnes02_056|Wealthy people contribute insignificant portions of their immorally acquired riches for this cause of murder,|Wealthy people contribute insignificant portions of their immorally acquired riches for this cause of murder,
barnes02_057|or the organization of help in connection with the work of murder;|or the organization of help in connection with the work of murder;
barnes02_058|while the poor,|while the poor,
barnes02_059|from whom the Government annually collects two milliards, deem it necessary to do likewise, giving their mites also.|from whom the Government annually collects two milliards, deem it necessary to do likewise, giving their mites also.
barnes02_060|The Government incites and encourages crowds of idlers, who walk about the streets with the Tsar's portrait, singing, shouting hurrah!|The Government incites and encourages crowds of idlers, who walk about the streets with the Tsar's portrait, singing, shouting hurrah!
barnes02_061|and who, under pretext of patriotism, are licensed in all kinds of excess.|and who, under pretext of patriotism, are licensed in all kinds of excess.
barnes02_062|All over Russia,|All over Russia,
barnes02_063|from the Palace to the remotest village,|from the Palace to the remotest village,
barnes02_064|the pastors of churches, calling themselves Christians,|the pastors of churches, calling themselves Christians,
barnes02_065|appeal to that God who has enjoined love to one's enemies,|appeal to that God who has enjoined love to one's enemies,
barnes02_066|to the God of Love Himself,|to the God of Love Himself,
barnes02_067|to help the work of the devil,|to help the work of the devil,
barnes02_068|to further the slaughter of men.|to further the slaughter of men.
barnes02_069|Stupefied by prayers, sermons, exhortations,|Stupefied by prayers, sermons, exhortations,
barnes02_070|by processions, pictures, and newspapers,|by processions, pictures, and newspapers,
barnes02_071|the cannon's flesh, hundreds of thousands of men, uniformly dressed, carrying divers deadly weapons,|the cannon's flesh, hundreds of thousands of men, uniformly dressed, carrying divers deadly weapons,
barnes02_072|leaving their parents, wives, children, with hearts of agony, but with artificial sprightliness,|leaving their parents, wives, children, with hearts of agony, but with artificial sprightliness,
barnes02_073|go where they, risking their own lives, will commit the most dreadful act of killing men whom they do not know and who have done them no harm.|go where they, risking their own lives, will commit the most dreadful act of killing men whom they do not know and who have done them no harm.
barnes02_074|And they are followed by doctors and nurses,|And they are followed by doctors and nurses,
barnes02_075|who somehow imagine that at home they cannot serve simple, peaceful, suffering people,|who somehow imagine that at home they cannot serve simple, peaceful, suffering people,
barnes02_076|but can only serve those who are engaged in slaughtering each other.|but can only serve those who are engaged in slaughtering each other.
barnes02_077|Those who remain at home are gladdened by news of the murder of men,|Those who remain at home are gladdened by news of the murder of men,
barnes02_078|and when they learn that many Japanese have been killed they thank some one whom they call God.|and when they learn that many Japanese have been killed they thank some one whom they call God.
barnes02_079|All this is not only regarded as the manifestation of elevated feeling,|All this is not only regarded as the manifestation of elevated feeling,
barnes02_080|but those who refrain from such manifestations, if they endeavor to disabuse men, are deemed traitors and betrayers,|but those who refrain from such manifestations, if they endeavor to disabuse men, are deemed traitors and betrayers,
barnes02_081|and are in danger of being abused and beaten by a brutalized crowd,|and are in danger of being abused and beaten by a brutalized crowd,
barnes02_082|which, in defence of its insanity and cruelty, can possess no other weapon than brute force.|which, in defence of its insanity and cruelty, can possess no other weapon than brute force.
barnes03_001|It is as if there had never existed either Voltaire, or Montaigne, or Pascal, or Swift, or Kant, or Spinoza,|It is as if there had never existed either Voltaire, or Montaigne, or Pascal, or Swift, or Kant, or Spinoza,
barnes03_002|or hundreds of other writers who have exposed, with great force, the madness and futility of war,|or hundreds of other writers who have exposed, with great force, the madness and futility of war,
barnes03_003|and have described its cruelty, immorality, and savagery;|and have described its cruelty, immorality, and savagery;
barnes03_004|and, above all, it is as if there had never existed Jesus and his teaching of human brotherhood,|and, above all, it is as if there had never existed Jesus and his teaching of human brotherhood,
barnes03_005|and love of God and of men.|and love of God and of men.
barnes03_006|One recalls all this to mind and looks around on what is now taking place,|One recalls all this to mind and looks around on what is now taking place,
barnes03_007|and one experiences horror,|and one experiences horror,
barnes03_008|less at the abominations of war,|less at the abominations of war,
barnes03_009|than at that which is the most horrible of all horrors,|than at that which is the most horrible of all horrors,
barnes03_010|the consciousness of the impotency of human reason.|the consciousness of the impotency of human reason.
barnes03_011|That which alone distinguishes man from the animal,|That which alone distinguishes man from the animal,
barnes03_012|that which constitutes his merit - his reason,|that which constitutes his merit - his reason,
barnes03_013|is found to be an unnecessary, and not only a useless, but a pernicious addition,|is found to be an unnecessary, and not only a useless, but a pernicious addition,
barnes03_014|which simply impedes action,|which simply impedes action,
barnes03_015|like a bridle fallen from a horse's head, and entangled in his legs and only irritating him.|like a bridle fallen from a horse's head, and entangled in his legs and only irritating him.
barnes03_016|It is comprehensible that a heathen, a Greek, a Roman,|It is comprehensible that a heathen, a Greek, a Roman,
barnes03_017|even a medieval Christian,|even a medieval Christian,
barnes03_018|ignorant of the Gospel and blindly believing all the prescriptions of the Church,|ignorant of the Gospel and blindly believing all the prescriptions of the Church,
barnes03_019|might fight and, fighting, pride himself on his military achievements;|might fight and, fighting, pride himself on his military achievements;
barnes03_020|but how can a believing Christian,|but how can a believing Christian,
barnes03_021|or even a sceptic, involuntarily permeated by the Christian ideals of human brotherhood and love which have inspired the works of the philosophers, moralists, and artists of our time,|or even a sceptic, involuntarily permeated by the Christian ideals of human brotherhood and love which have inspired the works of the philosophers, moralists, and artists of our time,
barnes03_022|how can such take a gun,|how can such take a gun,
barnes03_023|or stand by a cannon, and aim at a crowd of his fellow-men,|or stand by a cannon, and aim at a crowd of his fellow-men,
barnes03_024|desiring to kill as many of them as possible?|desiring to kill as many of them as possible?
barnes03_025|The Assyrians, Romans, or Greeks,|The Assyrians, Romans, or Greeks,
barnes03_026|might be persuaded that in fighting they were acting not only according to their conscience,|might be persuaded that in fighting they were acting not only according to their conscience,
barnes03_027|but even fulfilling a righteous deed.|but even fulfilling a righteous deed.
barnes03_028|But, whether we wish it or not, we are Christians,|But, whether we wish it or not, we are Christians,
barnes03_029|and however Christianity may have been distorted,|and however Christianity may have been distorted,
barnes03_030|its general spirit cannot but lift us to that higher plane of reason whence we can no longer refrain from feeling with our whole being,|its general spirit cannot but lift us to that higher plane of reason whence we can no longer refrain from feeling with our whole being,
barnes03_031|not only the senselessness and the cruelty of war, but its complete opposition to all that we regard as good and right.|not only the senselessness and the cruelty of war, but its complete opposition to all that we regard as good and right.
barnes03_032|Therefore, we cannot do as they did, with assurance, firmness, and peace,|Therefore, we cannot do as they did, with assurance, firmness, and peace,
barnes03_033|and without a consciousness of our criminality,|and without a consciousness of our criminality,
barnes03_034|without the desperate feeling of a murderer,|without the desperate feeling of a murderer,
barnes03_035|who, having begun to kill his victim,|who, having begun to kill his victim,
barnes03_036|and feeling in the depths of his soul the guilt of his act,|and feeling in the depths of his soul the guilt of his act,
barnes03_037|proceeds to try to stupefy or infuriate himself, to be able the better to complete his dreadful deed.|proceeds to try to stupefy or infuriate himself, to be able the better to complete his dreadful deed.
barnes03_038|All the unnatural, feverish, hot-headed, insane excitement which has now seized the idle upper ranks of Russian society,|All the unnatural, feverish, hot-headed, insane excitement which has now seized the idle upper ranks of Russian society,
barnes03_039|is merely the symptom of their recognition of the criminality of the work which is being done.|is merely the symptom of their recognition of the criminality of the work which is being done.
barnes03_040|All these insolent, mendacious speeches about devotion to, and worship of, the Monarch,|All these insolent, mendacious speeches about devotion to, and worship of, the Monarch,
barnes03_041|about readiness to sacrifice life,|about readiness to sacrifice life,
barnes03_042|or one should say other people's lives, and not one's own,|or one should say other people's lives, and not one's own,
barnes03_043|all these promises to defend with one's breast land which does not belong to one;|all these promises to defend with one's breast land which does not belong to one;
barnes03_044|all these senseless benedictions of each other with various banners and monstrous ikons;|all these senseless benedictions of each other with various banners and monstrous ikons;
barnes03_045|all these Te Deums;|all these Te Deums;
barnes03_046|all these preparations of blankets and bandages;|all these preparations of blankets and bandages;
barnes03_047|all these detachments of nurses;|all these detachments of nurses;
barnes03_048|all these contributions to the fleet and to the Red Cross presented to the Government,|all these contributions to the fleet and to the Red Cross presented to the Government,
barnes03_049|whose direct duty is (whilst it has the possibility of collecting from the people as much money as it requires), having declared war, to organize the necessary fleet and necessary means for attending the wounded;|whose direct duty is (whilst it has the possibility of collecting from the people as much money as it requires), having declared war, to organize the necessary fleet and necessary means for attending the wounded;
barnes03_050|all these Slavonic, pompous, senseless, and blasphemous prayers, the utterance of which in various towns is communicated in the papers as important news;|all these Slavonic, pompous, senseless, and blasphemous prayers, the utterance of which in various towns is communicated in the papers as important news;
barnes03_051|all these processions, calls for the national hymn, cheers;|all these processions, calls for the national hymn, cheers;
barnes03_052|all this dreadful, desperate newspaper mendacity, which, being universal, does not fear exposure;|all this dreadful, desperate newspaper mendacity, which, being universal, does not fear exposure;
barnes03_053|all this stupefaction and brutalization which has now taken hold of Russian society,|all this stupefaction and brutalization which has now taken hold of Russian society,
barnes03_054|and which is being transmitted by degrees also to the masses;|and which is being transmitted by degrees also to the masses;
barnes03_055|all this is only a symptom of the guilty consciousness of that dreadful act which is being accomplished.|all this is only a symptom of the guilty consciousness of that dreadful act which is being accomplished.
barnes03_056|Spontaneous feeling,|Spontaneous feeling,
barnes03_057|tells men that what they are doing should not be;|tells men that what they are doing should not be;
barnes03_058|but, as the murderer who has begun to assassinate his victim cannot stop,|but, as the murderer who has begun to assassinate his victim cannot stop,
barnes03_059|so also Russian people now imagine that the fact of the deadly work having been commenced,|so also Russian people now imagine that the fact of the deadly work having been commenced,
barnes03_060|is an unanswerable argument in favor of war.|is an unanswerable argument in favor of war.
barnes03_061|War has been begun,|War has been begun,
barnes03_062|and therefore it should go on.|and therefore it should go on.
barnes03_063|Thus it seems to simple, benighted, unlearned men, acting under the influence of the petty passions and stupefactions to which they have been subjected.|Thus it seems to simple, benighted, unlearned men, acting under the influence of the petty passions and stupefactions to which they have been subjected.
barnes03_064|In exactly the same way,|In exactly the same way,
barnes03_065|the most educated men of our time argue to prove that man does not possess free will,|the most educated men of our time argue to prove that man does not possess free will,
barnes03_066|and that, therefore,|and that, therefore,
barnes03_067|even were he to understand that the work he has commenced is evil,|even were he to understand that the work he has commenced is evil,
barnes03_068|he can no longer cease to do it.|he can no longer cease to do it.
barnes03_069|And dazed, brutalized men continue their dreadful work.|And dazed, brutalized men continue their dreadful work.
barnes04_001|Ask a soldier, a private, a corporal, a non-commissioned officer,|Ask a soldier, a private, a corporal, a non-commissioned officer,
barnes04_002|who has abandoned his old parents, his wife, his children,|who has abandoned his old parents, his wife, his children,
barnes04_003|why he is preparing to kill men whom he does not know;|why he is preparing to kill men whom he does not know;
barnes04_004|he will at first be astonished at your question.|he will at first be astonished at your question.
barnes04_005|He is a soldier, he's taken the oath, and it's his duty to fulfil the orders of his commanders.|He is a soldier, he's taken the oath, and it's his duty to fulfil the orders of his commanders.
barnes04_006|If you tell him that war - the slaughter of men|If you tell him that war - the slaughter of men
barnes04_007|does not conform to the command, "Thou shalt not kill,"|does not conform to the command, "Thou shalt not kill,"
barnes04_008|he will say:|he will say:
barnes04_009|"And how if ours are attacked - For the King - For the Orthodox faith?"|"And how if ours are attacked - For the King - For the Orthodox faith?"
barnes04_010|One of them said in answer to my question: "And how if he attacks that which is sacred?"|One of them said in answer to my question: "And how if he attacks that which is sacred?"
barnes04_011|"What do you mean?" I asked. "Why," said he, "the banner."|"What do you mean?" I asked. "Why," said he, "the banner."
barnes04_012|And if you endeavor to explain to such a soldier,|And if you endeavor to explain to such a soldier,
barnes04_013|that God's Commandment is more important not only than the banner,|that God's Commandment is more important not only than the banner,
barnes04_014|but than anything else in the world,|but than anything else in the world,
barnes04_015|he will become silent,|he will become silent,
barnes04_016|or he will get angry and report you to the authorities.|or he will get angry and report you to the authorities.
barnes04_017|Ask an officer, a general, why he goes to war.|Ask an officer, a general, why he goes to war.
barnes04_018|He will tell you that he is a military man,|He will tell you that he is a military man,
barnes04_019|and that the military are indispensable for the defence of the fatherland.|and that the military are indispensable for the defence of the fatherland.
barnes04_020|As to murder not conforming to the spirit of the Christian law,|As to murder not conforming to the spirit of the Christian law,
barnes04_021|this does not trouble him, as either he does not believe in this law, or, if he does, it is not in the law itself,|this does not trouble him, as either he does not believe in this law, or, if he does, it is not in the law itself,
barnes04_022|but in that explanation which has been given to this law.|but in that explanation which has been given to this law.
barnes04_023|And, above all, he, like the soldier,|And, above all, he, like the soldier,
barnes04_024|in place of the personal question, what should he do himself,|in place of the personal question, what should he do himself,
barnes04_025|always put the general question about the State, or the fatherland.|always put the general question about the State, or the fatherland.
barnes04_026|"At the present moment, when the fatherland is in danger, one should act, and not argue," he will say.|"At the present moment, when the fatherland is in danger, one should act, and not argue," he will say.
barnes04_027|Ask the diplomats,|Ask the diplomats,
barnes04_028|who, by their deceits, prepare wars, why they do it.|who, by their deceits, prepare wars, why they do it.
barnes04_029|They will tell you that the object of their activity is the establishment of peace between nations,|They will tell you that the object of their activity is the establishment of peace between nations,
barnes04_030|and that this object is attained, not by ideal, unrealizable theories,|and that this object is attained, not by ideal, unrealizable theories,
barnes04_031|but by diplomatic action and readiness for war.|but by diplomatic action and readiness for war.
barnes04_032|And, just as the military, instead of the question concerning one's own action, place the general question,|And, just as the military, instead of the question concerning one's own action, place the general question,
barnes04_033|so also diplomatists will speak about the interests of Russia,|so also diplomatists will speak about the interests of Russia,
barnes04_034|about the unscrupulousness of other Powers,|about the unscrupulousness of other Powers,
barnes04_035|about the balance of power in Europe,|about the balance of power in Europe,
barnes04_036|but not about their own position and its activities.|but not about their own position and its activities.
barnes04_037|Ask the journalists why, by their writings, they incite men to war;|Ask the journalists why, by their writings, they incite men to war;
barnes04_038|they will say that wars in general are necessary and useful,|they will say that wars in general are necessary and useful,
barnes04_039|especially the present war,|especially the present war,
barnes04_040|and they will confirm this opinion of theirs by misty patriotic phrases,|and they will confirm this opinion of theirs by misty patriotic phrases,
barnes04_041|and, just like the military and diplomatist,|and, just like the military and diplomatist,
barnes04_042|to the question why he, a journalist, a particular individual, a living man,|to the question why he, a journalist, a particular individual, a living man,
barnes04_043|acts in a certain way,|acts in a certain way,
barnes04_044|he will speak about the general interests of the nation, about the State, civilization,|he will speak about the general interests of the nation, about the State, civilization,
barnes04_045|the white race.|the white race.
barnes04_046|In the same way, all those who prepare war will explain their participation in that work.|In the same way, all those who prepare war will explain their participation in that work.
barnes04_047|They will perhaps agree that it would be desirable to abolish war,|They will perhaps agree that it would be desirable to abolish war,
barnes04_048|but at present that is impossible.|but at present that is impossible.
barnes04_049|At present they as Russians and as men who occupy certain positions, such as heads of the nobility, representatives of local self-government,|At present they as Russians and as men who occupy certain positions, such as heads of the nobility, representatives of local self-government,
barnes04_050|doctors, workers of the Red Cross,|doctors, workers of the Red Cross,
barnes04_051|are called upon to act and not to argue.|are called upon to act and not to argue.
barnes04_052|"There is no time to argue and to think of oneself," they will say, "when there is a great common work to be done."|"There is no time to argue and to think of oneself," they will say, "when there is a great common work to be done."
barnes04_053|The same will be said by the Tsar, seemingly responsible for the whole thing.|The same will be said by the Tsar, seemingly responsible for the whole thing.
barnes04_054|He, like the soldier, will be astonished at the question, whether war is now necessary.|He, like the soldier, will be astonished at the question, whether war is now necessary.
barnes04_055|He does not now even admit the idea that the war might yet be arrested.|He does not now even admit the idea that the war might yet be arrested.
barnes04_056|He will say that he cannot refrain from fulfilling that which is demanded of him by the whole nation,|He will say that he cannot refrain from fulfilling that which is demanded of him by the whole nation,
barnes04_057|that, although he does recognize that war is a great evil,|that, although he does recognize that war is a great evil,
barnes04_058|and has used, and is ready to use, all possible means for its abolition,|and has used, and is ready to use, all possible means for its abolition,
barnes04_059|in the present case,|in the present case,
barnes04_060|he could not help declaring war, and cannot help continuing it.|he could not help declaring war, and cannot help continuing it.
barnes04_061|It is necessary for the welfare and glory of Russia.|It is necessary for the welfare and glory of Russia.
barnes04_062|Every one of these men,|Every one of these men,
